Metodo,sizes,nroMatriz,tiempo
G,1200,118,2143670000
G,1200,118,2129280000
G,1200,119,2129580000
G,1200,119,2141280000
G,1200,119,2127760000
G,1200,119,2134520000
G,1200,119,2131740000
G,1200,119,2127830000
G,1200,119,2128110000
G,1200,119,2131860000
G,1200,119,2134420000
G,1200,119,2127100000
G,1300,120,2716030000
G,1300,120,2702290000
G,1300,120,2713530000
G,1300,120,2738990000
G,1300,120,2695640000
G,1300,120,2713210000
G,1300,120,2723200000
G,1300,120,2711820000
G,1300,120,2721980000
G,1300,120,2721550000
G,1300,121,2718850000
G,1300,121,2710040000
G,1300,121,2721310000
G,1300,121,2706100000
G,1300,121,2720170000
G,1300,121,2717210000
G,1300,121,2722570000
G,1300,121,2719610000
G,1300,121,2714330000
G,1300,121,2700760000
G,1300,122,2719920000
G,1300,122,2708600000
G,1300,122,2712100000
G,1300,122,2705290000
G,1300,122,2713400000
G,1300,122,2712730000
G,1300,122,2714210000
G,1300,122,2705470000
G,1300,122,2717460000
G,1300,122,2709540000
G,1300,123,2707050000
G,1300,123,2710600000
G,1300,123,2719020000
G,1300,123,2716140000
G,1300,123,2707180000
G,1300,123,2715660000
G,1300,123,2708410000
G,1300,123,2709170000
G,1300,123,2715730000
G,1300,123,2707100000
G,1300,124,2708000000
G,1300,124,2711240000
G,1300,124,2717370000
G,1300,124,2704190000
G,1300,124,2716010000
G,1300,124,2704330000
G,1300,124,2713730000
G,1300,124,2706200000
G,1300,124,2715170000
G,1300,124,2716160000
G,1300,125,2707000000
G,1300,125,2710840000
G,1300,125,2707370000
G,1300,125,2709600000
G,1300,125,2716930000
G,1300,125,2710900000
G,1300,125,2702050000
G,1300,125,2709530000
G,1300,125,2715150000
G,1300,125,2704200000
G,1300,126,2715810000
G,1300,126,2705510000
G,1300,126,2720650000
G,1300,126,2720370000
G,1300,126,2708830000
G,1300,126,2711310000
G,1300,126,2710340000
G,1300,126,2712040000
G,1300,126,2718010000
G,1300,126,2708870000
G,1300,127,2707110000
G,1300,127,2710600000
G,1300,127,2714100000
G,1300,127,2702750000
G,1300,127,2721260000
G,1300,127,2710100000
G,1300,127,2714180000
G,1300,127,2715210000
G,1300,127,2711580000
G,1300,127,2712000000
G,1300,128,2708190000
G,1300,128,2711270000
G,1300,128,2716620000
G,1300,128,2712000000
G,1300,128,2706390000
G,1300,128,2711130000
G,1300,128,2716190000
G,1300,128,2710350000
G,1300,128,2719200000
G,1300,128,2704600000
G,1300,129,2726370000
G,1300,129,2716210000
G,1300,129,2719800000
G,1300,129,2717290000
G,1300,129,2713120000
G,1300,129,2707150000
G,1300,129,2719540000
G,1300,129,2709010000
G,1300,129,2709460000
G,1300,129,2711400000
G,1400,130,3148410000
G,1400,130,3154360000
G,1400,130,3157210000
G,1400,130,3159530000
G,1400,130,3151730000
G,1400,130,3157970000
G,1400,130,3158260000
G,1400,130,3158160000
G,1400,130,3155250000
G,1400,130,3152560000
G,1400,131,3159590000
G,1400,131,3139100000
G,1400,131,3144000000
G,1400,131,3158680000
G,1400,131,3158950000
G,1400,131,3157140000
G,1400,131,3158790000
G,1400,131,3162950000
G,1400,131,3157390000
G,1400,131,3158270000
G,1400,132,3156280000
G,1400,132,3158500000
G,1400,132,3154710000
G,1400,132,3159150000
