CompPpal,MetodoEleccion,NroPersona,VerdaderosP,FalsosN,FalsosP
40,KNN,5,7,0,10
40,KNN,6,7,0,0
40,KNN,7,7,0,0
40,KNN,8,7,0,0
40,KNN,9,6,1,0
40,KNN,10,6,1,0
40,KNN,11,6,1,0
40,KNN,12,7,0,0
40,KNN,13,5,2,0
40,KNN,14,6,1,0
40,KNN,15,7,0,1
40,KNN,16,6,1,1
40,KNN,17,2,5,3
40,KNN,18,7,0,4
40,KNN,19,6,1,1
40,KNN,20,7,0,0
40,KNN,21,7,0,2
40,KNN,22,7,0,1
40,KNN,23,4,3,0
40,KNN,24,7,0,5
40,KNN,25,4,3,7
40,KNN,26,5,2,1
40,KNN,27,4,3,1
40,KNN,28,4,3,0
40,KNN,29,6,1,1
40,KNN,30,7,0,1
40,KNN,31,5,2,0
40,KNN,32,4,3,0
40,KNN,33,6,1,0
40,KNN,34,7,0,0
40,KNN,35,0,7,0
40,KNN,36,5,2,1
40,KNN,37,7,0,1
40,KNN,38,7,0,3
40,KNN,39,6,1,0
40,KNN,40,2,5,5
40,KNN,41,4,3,0
40,V,1,6,1,0
40,V,2,7,0,2
40,V,3,5,2,0
40,V,4,7,0,2
40,V,5,6,1,6
40,V,6,7,0,0
40,V,7,7,0,0
40,V,8,7,0,1
40,V,9,4,3,0
40,V,10,5,2,0
40,V,11,6,1,0
40,V,12,7,0,0
40,V,13,6,1,0
40,V,14,6,1,0
40,V,15,7,0,2
40,V,16,7,0,1
40,V,17,2,5,5
40,V,18,7,0,5
40,V,19,6,1,0
40,V,20,4,3,0
40,V,21,7,0,0
40,V,22,7,0,1
40,V,23,6,1,5
40,V,24,7,0,1
40,V,25,4,3,2
40,V,26,5,2,1
40,V,27,4,3,0
40,V,28,6,1,0
40,V,29,6,1,2
40,V,30,7,0,0
40,V,31,7,0,0
40,V,32,5,2,0
40,V,33,7,0,0
40,V,34,7,0,0
40,V,35,6,1,0
40,V,36,5,2,5
40,V,37,7,0,1
40,V,38,6,1,3
40,V,39,5,2,0
40,V,40,3,4,2
40,V,41,4,3,0
43,KNN,1,6,1,0
43,KNN,2,7,0,4
43,KNN,3,5,2,0
43,KNN,4,5,2,3
43,KNN,5,7,0,10
43,KNN,6,7,0,0
43,KNN,7,7,0,0
43,KNN,8,7,0,0
43,KNN,9,7,0,0
43,KNN,10,6,1,0
43,KNN,11,6,1,0
43,KNN,12,7,0,0
43,KNN,13,6,1,0
43,KNN,14,6,1,0
43,KNN,15,7,0,1
43,KNN,16,7,0,1
43,KNN,17,2,5,3
43,KNN,18,7,0,3
43,KNN,19,6,1,1
43,KNN,20,7,0,0
43,KNN,21,7,0,1
43,KNN,22,7,0,1
43,KNN,23,4,3,0
43,KNN,24,7,0,5
43,KNN,25,4,3,6
43,KNN,26,5,2,1
43,KNN,27,4,3,0
43,KNN,28,4,3,0
43,KNN,29,7,0,2
43,KNN,30,7,0,3
43,KNN,31,4,3,0
43,KNN,32,4,3,0
43,KNN,33,6,1,0
43,KNN,34,7,0,0
43,KNN,35,0,7,0
43,KNN,36,5,2,1
43,KNN,37,7,0,1
43,KNN,38,7,0,3
43,KNN,39,5,2,0
43,KNN,40,2,5,5
43,KNN,41,4,3,0
43,V,1,6,1,0
43,V,2,7,0,2
43,V,3,5,2,0
43,V,4,7,0,2
43,V,5,6,1,6
43,V,6,7,0,0
43,V,7,7,0,0
43,V,8,7,0,1
43,V,9,4,3,0
43,V,10,6,1,0
43,V,11,6,1,0
43,V,12,7,0,0
43,V,13,6,1,0
43,V,14,6,1,0
43,V,15,7,0,3
43,V,16,7,0,0
43,V,17,2,5,5
43,V,18,7,0,5
43,V,19,6,1,0
43,V,20,4,3,0
43,V,21,7,0,0
43,V,22,7,0,1
43,V,23,6,1,5
43,V,24,7,0,1
43,V,25,4,3,2
43,V,26,5,2,1
43,V,27,4,3,0
43,V,28,6,1,0
43,V,29,6,1,2
43,V,30,7,0,0
43,V,31,7,0,0
43,V,32,5,2,0
43,V,33,7,0,0
43,V,34,7,0,0
43,V,35,6,1,0
43,V,36,5,2,5
43,V,37,7,0,1
43,V,38,6,1,2
43,V,39,5,2,0
43,V,40,3,4,2
43,V,41,4,3,0
46,KNN,1,6,1,0
46,KNN,2,7,0,5
46,KNN,3,5,2,0
46,KNN,4,5,2,3
46,KNN,5,7,0,10
46,KNN,6,7,0,0
46,KNN,7,7,0,0
46,KNN,8,7,0,0
46,KNN,9,7,0,0
46,KNN,10,6,1,0
46,KNN,11,6,1,0
46,KNN,12,7,0,0
46,KNN,13,6,1,0
46,KNN,14,6,1,0
46,KNN,15,7,0,1
46,KNN,16,6,1,1
46,KNN,17,3,4,2
46,KNN,18,7,0,3
46,KNN,19,6,1,1
46,KNN,20,7,0,0
46,KNN,21,7,0,1
46,KNN,22,7,0,2
46,KNN,23,4,3,0
46,KNN,24,7,0,6
46,KNN,25,4,3,6
46,KNN,26,5,2,1
46,KNN,27,4,3,1
46,KNN,28,4,3,0
46,KNN,29,7,0,1
46,KNN,30,7,0,4
46,KNN,31,4,3,0
46,KNN,32,4,3,0
46,KNN,33,5,2,0
46,KNN,34,7,0,0
46,KNN,35,0,7,0
46,KNN,36,4,3,0
46,KNN,37,6,1,1
46,KNN,38,7,0,3
46,KNN,39,6,1,0
46,KNN,40,2,5,5
46,KNN,41,4,3,0
46,V,1,6,1,0
46,V,2,7,0,2
46,V,3,5,2,0
46,V,4,7,0,1
46,V,5,6,1,7
46,V,6,7,0,0
46,V,7,7,0,0
46,V,8,7,0,1
46,V,9,4,3,0
46,V,10,6,1,0
46,V,11,6,1,0
46,V,12,7,0,0
46,V,13,6,1,0
46,V,14,6,1,0
46,V,15,7,0,3
46,V,16,7,0,0
46,V,17,2,5,5
46,V,18,7,0,5
46,V,19,6,1,0
46,V,20,4,3,0
46,V,21,7,0,0
46,V,22,7,0,1
46,V,23,6,1,5
46,V,24,7,0,1
46,V,25,4,3,2
46,V,26,5,2,1
46,V,27,4,3,0
46,V,28,6,1,0
46,V,29,6,1,1
46,V,30,7,0,0
46,V,31,7,0,0
46,V,32,5,2,0
46,V,33,7,0,0
46,V,34,7,0,0
46,V,35,6,1,0
46,V,36,5,2,5
46,V,37,7,0,1
46,V,38,6,1,2
46,V,39,6,1,0
46,V,40,3,4,2
46,V,41,4,3,0
49,KNN,1,6,1,0
49,KNN,2,7,0,6
49,KNN,3,5,2,0
49,KNN,4,5,2,2
49,KNN,5,7,0,10
49,KNN,6,7,0,0
49,KNN,7,7,0,0
49,KNN,8,7,0,0
49,KNN,9,7,0,0
49,KNN,10,6,1,0
49,KNN,11,6,1,0
49,KNN,12,7,0,0
49,KNN,13,6,1,0
49,KNN,14,6,1,0
49,KNN,15,7,0,1
49,KNN,16,6,1,1
49,KNN,17,3,4,2
49,KNN,18,7,0,3
49,KNN,19,6,1,1
49,KNN,20,7,0,0
49,KNN,21,7,0,1
49,KNN,22,7,0,2
49,KNN,23,4,3,1
49,KNN,24,7,0,6
49,KNN,25,4,3,6
49,KNN,26,5,2,1
49,KNN,27,4,3,1
49,KNN,28,3,4,0
49,KNN,29,7,0,2
49,KNN,30,7,0,4
49,KNN,31,4,3,0
49,KNN,32,4,3,0
49,KNN,33,5,2,0
49,KNN,34,7,0,0
49,KNN,35,0,7,0
49,KNN,36,4,3,0
49,KNN,37,6,1,1
49,KNN,38,7,0,3
49,KNN,39,5,2,0
49,KNN,40,2,5,5
49,KNN,41,4,3,0
49,V,1,6,1,0
49,V,2,7,0,2
49,V,3,6,1,0
49,V,4,6,1,0
49,V,5,6,1,7
49,V,6,7,0,0
49,V,7,7,0,0
49,V,8,7,0,1
49,V,9,4,3,0
49,V,10,6,1,0
49,V,11,6,1,0
49,V,12,7,0,0
49,V,13,6,1,0
49,V,14,6,1,0
49,V,15,7,0,3
49,V,16,7,0,0
49,V,17,2,5,6
49,V,18,7,0,5
49,V,19,6,1,0
49,V,20,5,2,0
49,V,21,7,0,0
49,V,22,7,0,1
49,V,23,6,1,5
49,V,24,7,0,2
49,V,25,4,3,3
49,V,26,5,2,0
49,V,27,4,3,0
49,V,28,5,2,0
49,V,29,6,1,1
49,V,30,7,0,0
49,V,31,7,0,0
49,V,32,5,2,0
49,V,33,7,0,0
49,V,34,7,0,0
49,V,35,6,1,0
49,V,36,5,2,4
49,V,37,7,0,1
49,V,38,6,1,2
49,V,39,6,1,0
49,V,40,3,4,2
49,V,41,4,3,0
